seq,ts_ns,event,order_id,side,type,price,quantity
40335,36428423880952,CANCEL,14897925,BUY,LIMIT,2082400,600
40336,36428505469758,NEW,14900281,BUY,LIMIT,2082500,600
40337,36429258021295,NEW,14902917,SELL,LIMIT,2083200,25
40338,36429258124889,NEW,14902921,SELL,LIMIT,2083300,25
40339,36429258338011,CANCEL,14902921,SELL,LIMIT,2083300,25
40340,36429417362827,CANCEL,14900281,BUY,LIMIT,2082500,600
40341,36429417362827,NEW,900000000810,SELL,MARKET,,600
40342,36429417529584,CANCEL,14897029,BUY,LIMIT,2082400,25
40343,36429417532130,CANCEL,14902917,SELL,LIMIT,2083200,25
40344,36430603952798,NEW,14908437,BUY,LIMIT,2082000,25
40345,36430604081836,NEW,14908441,BUY,LIMIT,2081900,25
40346,36430604269673,NEW,14908445,BUY,LIMIT,2081800,25
40347,36430604385907,NEW,14908449,BUY,LIMIT,2081700,25
40348,36430609919796,CANCEL,14908441,BUY,LIMIT,2081900,25
40349,36430609921719,CANCEL,14908445,BUY,LIMIT,2081800,25
40350,36430609921995,CANCEL,14908449,BUY,LIMIT,2081700,25
40351,36430644899104,NEW,14908793,SELL,LIMIT,2083200,25
40352,36430645046497,NEW,14908801,SELL,LIMIT,2083300,25
40353,36430645147035,NEW,14908813,SELL,LIMIT,2083400,25
40354,36430651377408,CANCEL,14908801,SELL,LIMIT,2083300,25
40355,36430651378573,CANCEL,14908813,SELL,LIMIT,2083400,25
40356,36431098407608,NEW,14910961,BUY,LIMIT,2082600,25
40357,36431098503490,CANCEL,14908437,BUY,LIMIT,2082000,25
40358,36431098504586,CANCEL,14875845,BUY,LIMIT,2082100,25
40359,36431098513975,NEW,14910969,SELL,LIMIT,2083300,25
40360,36431098605143,CANCEL,14876361,SELL,LIMIT,2082900,5
40361,36431098611076,NEW,14910973,SELL,LIMIT,2083400,25
40362,36431098709665,NEW,14910977,SELL,LIMIT,2083500,25
40363,36431098822845,NEW,14910981,SELL,LIMIT,2083600,25
40364,36431123723610,CANCEL,14910973,SELL,LIMIT,2083400,25
40365,36431123724767,CANCEL,14910977,SELL,LIMIT,2083500,25
40366,36431123724987,CANCEL,14910981,SELL,LIMIT,2083600,25
40367,36431151934007,NEW,14911501,SELL,LIMIT,2083400,25
40368,36431166015596,CANCEL,14911501,SELL,LIMIT,2083400,25
40369,36431166162128,NEW,14911621,SELL,LIMIT,2083400,25
40370,36431183578172,NEW,14911665,SELL,LIMIT,2083500,25
40371,36431183686495,NEW,14911669,SELL,LIMIT,2083600,25
40372,36431203187863,NEW,14911713,SELL,LIMIT,2083700,15
40373,36431268314479,CANCEL,14876365,SELL,LIMIT,2083000,15
40374,36431268317782,CANCEL,14911665,SELL,LIMIT,2083500,25
40375,36431268319670,CANCEL,14911713,SELL,LIMIT,2083700,15
40376,36431268320936,CANCEL,14911669,SELL,LIMIT,2083600,25
40377,36431268572261,NEW,14912401,BUY,LIMIT,2082800,25
40378,36431268690923,CANCEL,14876357,BUY,LIMIT,2082200,25
40379,36431269173541,NEW,14912405,SELL,LIMIT,2083500,10
40380,36431269294722,NEW,14912409,SELL,LIMIT,2083600,10
40381,36431316696562,NEW,14912505,SELL,LIMIT,2083700,10
40382,36431317344614,NEW,14912509,SELL,LIMIT,2083800,10
40383,36431318393576,CANCEL,14897025,SELL,LIMIT,2083100,25
40384,36431318398152,CANCEL,14912505,SELL,LIMIT,2083700,10
40385,36431318399198,CANCEL,14912509,SELL,LIMIT,2083800,10
40386,36431318405627,CANCEL,14912409,SELL,LIMIT,2083600,10
40387,36431958901409,NEW,14914713,BUY,LIMIT,2082300,25
40388,36431959011853,CANCEL,14912401,BUY,LIMIT,2082800,25
40389,36431959020492,NEW,14914717,BUY,LIMIT,2082200,25
40390,36431959136372,NEW,14914721,BUY,LIMIT,2082100,25
40391,36432731390827,NEW,14917221,BUY,LIMIT,2082900,25
40392,36432731637124,CANCEL,14914713,BUY,LIMIT,2082300,25
40393,36432731637418,CANCEL,14914721,BUY,LIMIT,2082100,25
40394,36432731637697,CANCEL,14914717,BUY,LIMIT,2082200,25
40395,36432732401938,CANCEL,14908793,SELL,LIMIT,2083200,25
40396,36432733422190,NEW,14917245,SELL,LIMIT,2083600,25
